Age,Gender,MaritalStatus,IncomeLevel,LastLoginDate,LoginFrequency,ServiceUsage,TransactionDate,Year,Month,AmountSpent,ProductCategory,InteractionType,ResolutionStatus,DaysSinceLastInteraction,ChurnStatus
48,M,Married,High,2023-06-26,17,Mobile App,2022-11-27,2022,11,147.61,Furniture,NoInteraction,NoInteraction,-1,0
48,M,Married,High,2023-06-26,17,Mobile App,2022-04-10,2022,4,167.42,Furniture,NoInteraction,NoInteraction,-1,0
26,M,Married,Low,2023-11-10,46,Mobile App,2022-07-19,2022,7,439.65,Furniture,Feedback,Unresolved,163,0
26,M,Married,Low,2023-11-10,46,Mobile App,2022-02-28,2022,2,362.3,Clothing,Feedback,Unresolved,163,0
26,M,Married,Low,2023-11-10,46,Mobile App,2022-08-20,2022,8,491.76,Electronics,Feedback,Unresolved,163,0
26,M,Married,Low,2023-11-10,46,Mobile App,2022-07-08,2022,7,345.65,Furniture,Feedback,Unresolved,163,0
38,M,Divorced,High,2023-05-27,9,Online Banking,2022-08-28,2022,8,473.41,Electronics,NoInteraction,NoInteraction,-1,1
38,M,Divorced,High,2023-05-27,9,Online Banking,2022-06-02,2022,6,181.71,Books,NoInteraction,NoInteraction,-1,1
38,M,Divorced,High,2023-05-27,9,Online Banking,2022-01-28,2022,1,440.58,Clothing,NoInteraction,NoInteraction,-1,1
38,M,Divorced,High,2023-05-27,9,Online Banking,2022-12-29,2022,12,221.02,Electronics,NoInteraction,NoInteraction,-1,1
38,M,Divorced,High,2023-05-27,9,Online Banking,2022-07-20,2022,7,277.38,Furniture,NoInteraction,NoInteraction,-1,1
38,M,Divorced,High,2023-05-27,9,Online Banking,2022-09-10,2022,9,473.47,Books,NoInteraction,NoInteraction,-1,1
25,M,Widowed,High,2023-06-13,6,Online Banking,2022-05-30,2022,5,239.97,Furniture,Inquiry,Resolved,326,0
25,M,Widowed,High,2023-06-13,6,Online Banking,2022-05-30,2022,5,239.97,Furniture,Feedback,Unresolved,11,0
25,M,Widowed,High,2023-06-13,6,Online Banking,2022-07-20,2022,7,411.91,Groceries,Inquiry,Resolved,326,0
25,M,Widowed,High,2023-06-13,6,Online Banking,2022-07-20,2022,7,411.91,Groceries,Feedback,Unresolved,11,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-01-21,2022,1,213.21,Groceries,Inquiry,Resolved,150,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-01-21,2022,1,213.21,Groceries,Feedback,Unresolved,104,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-02-19,2022,2,224.04,Clothing,Inquiry,Resolved,150,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-02-19,2022,2,224.04,Clothing,Feedback,Unresolved,104,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-05-06,2022,5,95.75,Books,Inquiry,Resolved,150,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-05-06,2022,5,95.75,Books,Feedback,Unresolved,104,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-09-07,2022,9,309.05,Clothing,Inquiry,Resolved,150,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-09-07,2022,9,309.05,Clothing,Feedback,Unresolved,104,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-03-13,2022,3,70.36,Furniture,Inquiry,Resolved,150,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-03-13,2022,3,70.36,Furniture,Feedback,Unresolved,104,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-01-02,2022,1,373.94,Books,Inquiry,Resolved,150,0
21,F,Single,Low,2023-09-22,13,Mobile App,2022-01-02,2022,1,373.94,Books,Feedback,Unresolved,104,0
39,F,Single,Medium,2023-01-17,6,Online Banking,2022-01-28,2022,1,209.25,Clothing,Feedback,Unresolved,173,0
39,F,Single,Medium,2023-01-17,6,Online Banking,2022-04-30,2022,4,440.22,Books,Feedback,Unresolved,173,0
45,F,Married,Low,2023-09-22,38,Mobile App,2022-05-11,2022,5,127.29,Clothing,Complaint,Resolved,363,0
45,F,Married,Low,2023-09-22,38,Mobile App,2022-05-11,2022,5,127.29,Clothing,Complaint,Unresolved,119,0
45,F,Married,Low,2023-09-22,38,Mobile App,2022-07-08,2022,7,57.74,Books,Complaint,Resolved,363,0
45,F,Married,Low,2023-09-22,38,Mobile App,2022-07-08,2022,7,57.74,Books,Complaint,Unresolved,119,0
62,F,Widowed,High,2023-07-07,4,Mobile App,2022-02-13,2022,2,207.32,Clothing,NoInteraction,NoInteraction,-1,0
62,F,Widowed,High,2023-07-07,4,Mobile App,2022-10-07,2022,10,85.47,Electronics,NoInteraction,NoInteraction,-1,0
62,F,Widowed,High,2023-07-07,4,Mobile App,2022-08-03,2022,8,51.98,Books,NoInteraction,NoInteraction,-1,0
21,M,Married,High,2023-08-25,16,Online Banking,2022-07-05,2022,7,103.23,Furniture,Complaint,Unresolved,327,1
21,M,Married,High,2023-08-25,16,Online Banking,2022-09-06,2022,9,126.55,Books,Complaint,Unresolved,327,1
21,M,Married,High,2023-08-25,16,Online Banking,2022-12-09,2022,12,353.75,Groceries,Complaint,Unresolved,327,1
21,M,Married,High,2023-08-25,16,Online Banking,2022-08-24,2022,8,338.66,Groceries,Complaint,Unresolved,327,1
21,M,Married,High,2023-08-25,16,Online Banking,2022-01-07,2022,1,17.64,Clothing,Complaint,Unresolved,327,1
56,M,Married,Medium,2023-02-21,36,Website,2022-01-20,2022,1,157.65,Groceries,Complaint,Unresolved,209,0
56,M,Married,Medium,2023-02-21,36,Website,2022-01-12,2022,1,352.12,Electronics,Complaint,Unresolved,209,0
56,M,Married,Medium,2023-02-21,36,Website,2022-12-28,2022,12,445.72,Books,Complaint,Unresolved,209,0
56,M,Married,Medium,2023-02-21,36,Website,2022-12-20,2022,12,143.96,Electronics,Complaint,Unresolved,209,0
38,F,Married,Medium,2023-10-08,43,Website,2022-04-03,2022,4,195.78,Clothing,Inquiry,Resolved,140,1
38,F,Married,Medium,2023-10-08,43,Website,2022-04-03,2022,4,195.78,Clothing,Complaint,Resolved,114,1
38,F,Married,Medium,2023-10-08,43,Website,2022-10-02,2022,10,257.09,Groceries,Inquiry,Resolved,140,1
38,F,Married,Medium,2023-10-08,43,Website,2022-10-02,2022,10,257.09,Groceries,Complaint,Resolved,114,1
25,M,Single,Low,2023-02-10,14,Online Banking,2022-01-25,2022,1,148.71,Groceries,Complaint,Resolved,117,0
25,M,Single,Low,2023-02-10,14,Online Banking,2022-01-25,2022,1,148.71,Groceries,Complaint,Resolved,133,0
25,M,Single,Low,2023-02-10,14,Online Banking,2022-01-21,2022,1,426.34,Electronics,Complaint,Resolved,117,0
25,M,Single,Low,2023-02-10,14,Online Banking,2022-01-21,2022,1,426.34,Electronics,Complaint,Resolved,133,0
37,M,Single,Medium,2023-01-22,29,Website,2022-01-20,2022,1,165.9,Clothing,NoInteraction,NoInteraction,-1,0
37,M,Single,Medium,2023-01-22,29,Website,2022-08-26,2022,8,402.88,Books,NoInteraction,NoInteraction,-1,0
37,M,Single,Medium,2023-01-22,29,Website,2022-12-10,2022,12,147.36,Books,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-05-29,2022,5,373.58,Electronics,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-09-14,2022,9,359.85,Furniture,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-06-13,2022,6,210.25,Furniture,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-02-06,2022,2,355.3,Books,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-08-15,2022,8,26.64,Groceries,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-07-12,2022,7,119.55,Books,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-07-06,2022,7,384.59,Clothing,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-12-21,2022,12,181.74,Books,NoInteraction,NoInteraction,-1,0
49,M,Married,High,2023-11-29,24,Website,2022-04-16,2022,4,104.64,Clothing,NoInteraction,NoInteraction,-1,0
18,M,Widowed,High,2023-09-02,39,Mobile App,2022-04-07,2022,4,264.66,Books,NoInteraction,NoInteraction,-1,0
18,M,Widowed,High,2023-09-02,39,Mobile App,2022-10-26,2022,10,94.01,Books,NoInteraction,NoInteraction,-1,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-09-29,2022,9,41.24,Furniture,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-09-29,2022,9,41.24,Furniture,Inquiry,Resolved,26,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-07-28,2022,7,379.11,Groceries,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-07-28,2022,7,379.11,Groceries,Inquiry,Resolved,26,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-12-22,2022,12,379.16,Groceries,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-12-22,2022,12,379.16,Groceries,Inquiry,Resolved,26,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-06-16,2022,6,381.24,Groceries,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-06-16,2022,6,381.24,Groceries,Inquiry,Resolved,26,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-10-06,2022,10,264.8,Books,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-10-06,2022,10,264.8,Books,Inquiry,Resolved,26,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-06-01,2022,6,24.61,Electronics,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-06-01,2022,6,24.61,Electronics,Inquiry,Resolved,26,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-06-01,2022,6,317.34,Electronics,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-06-01,2022,6,317.34,Electronics,Inquiry,Resolved,26,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-07-10,2022,7,352.76,Books,Complaint,Unresolved,8,0
23,F,Single,High,2023-12-30,39,Online Banking,2022-07-10,2022,7,352.76,Books,Inquiry,Resolved,26,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-10-13,2022,10,376.14,Furniture,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-10-13,2022,10,376.14,Furniture,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-12-01,2022,12,361.36,Books,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-12-01,2022,12,361.36,Books,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-07-10,2022,7,260.8,Electronics,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-07-10,2022,7,260.8,Electronics,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-03-08,2022,3,303.65,Clothing,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-03-08,2022,3,303.65,Clothing,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-06-26,2022,6,196.6,Furniture,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-06-26,2022,6,196.6,Furniture,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-08-28,2022,8,240.98,Books,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-08-28,2022,8,240.98,Books,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-04-27,2022,4,423.56,Books,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-04-27,2022,4,423.56,Books,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-11-29,2022,11,431.48,Clothing,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-11-29,2022,11,431.48,Clothing,Complaint,Unresolved,361,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-05-08,2022,5,433.34,Groceries,Feedback,Unresolved,183,0
45,F,Married,High,2023-01-03,45,Mobile App,2022-05-08,2022,5,433.34,Groceries,Complaint,Unresolved,361,0
61,F,Single,Medium,2023-02-05,25,Website,2022-09-02,2022,9,291.44,Books,NoInteraction,NoInteraction,-1,0
61,F,Single,Medium,2023-02-05,25,Website,2022-08-23,2022,8,459.74,Furniture,NoInteraction,NoInteraction,-1,0
61,F,Single,Medium,2023-02-05,25,Website,2022-05-24,2022,5,298.78,Books,NoInteraction,NoInteraction,-1,0
48,F,Divorced,High,2023-11-24,46,Website,2022-04-19,2022,4,70.02,Clothing,NoInteraction,NoInteraction,-1,0
48,F,Divorced,High,2023-11-24,46,Website,2022-06-19,2022,6,161.18,Groceries,NoInteraction,NoInteraction,-1,0
48,F,Divorced,High,2023-11-24,46,Website,2022-11-28,2022,11,438.46,Clothing,NoInteraction,NoInteraction,-1,0
48,F,Divorced,High,2023-11-24,46,Website,2022-04-26,2022,4,438.49,Furniture,NoInteraction,NoInteraction,-1,0
48,F,Divorced,High,2023-11-24,46,Website,2022-11-18,2022,11,446.46,Books,NoInteraction,NoInteraction,-1,0
48,F,Divorced,High,2023-11-24,46,Website,2022-11-09,2022,11,494.3,Electronics,NoInteraction,NoInteraction,-1,0
48,F,Divorced,High,2023-11-24,46,Website,2022-03-15,2022,3,76.7,Electronics,NoInteraction,NoInteraction,-1,0
27,M,Divorced,High,2023-09-25,46,Mobile App,2022-06-21,2022,6,371.93,Groceries,Feedback,Resolved,275,0
27,M,Divorced,High,2023-09-25,46,Mobile App,2022-07-18,2022,7,184.93,Electronics,Feedback,Resolved,275,0
27,M,Divorced,High,2023-09-25,46,Mobile App,2022-07-01,2022,7,483.2,Books,Feedback,Resolved,275,0
27,M,Divorced,High,2023-09-25,46,Mobile App,2022-12-25,2022,12,280.76,Clothing,Feedback,Resolved,275,0
27,M,Divorced,High,2023-09-25,46,Mobile App,2022-07-14,2022,7,227.3,Books,Feedback,Resolved,275,0
27,M,Divorced,High,2023-09-25,46,Mobile App,2022-07-27,2022,7,274.42,Furniture,Feedback,Resolved,275,0
37,F,Single,High,2023-11-09,3,Website,2022-04-19,2022,4,100.29,Clothing,NoInteraction,NoInteraction,-1,0
37,F,Single,High,2023-11-09,3,Website,2022-10-14,2022,10,293.7,Electronics,NoInteraction,NoInteraction,-1,0
25,M,Married,Low,2023-02-09,42,Online Banking,2022-12-29,2022,12,426.21,Clothing,Feedback,Resolved,59,0
25,M,Married,Low,2023-02-09,42,Online Banking,2022-07-16,2022,7,83.91,Books,Feedback,Resolved,59,0
25,M,Married,Low,2023-02-09,42,Online Banking,2022-04-03,2022,4,348.25,Clothing,Feedback,Resolved,59,0
25,M,Married,Low,2023-02-09,42,Online Banking,2022-07-05,2022,7,444.42,Groceries,Feedback,Resolved,59,0
25,M,Married,Low,2023-02-09,42,Online Banking,2022-07-30,2022,7,274.97,Groceries,Feedback,Resolved,59,0
25,M,Married,Low,2023-02-09,42,Online Banking,2022-10-27,2022,10,281.8,Electronics,Feedback,Resolved,59,0
25,M,Married,Low,2023-02-09,42,Online Banking,2022-01-12,2022,1,272.98,Groceries,Feedback,Resolved,59,0
39,F,Single,Low,2023-12-02,27,Online Banking,2022-01-13,2022,1,314.72,Furniture,Feedback,Resolved,7,0
39,F,Single,Low,2023-12-02,27,Online Banking,2022-01-13,2022,1,314.72,Furniture,Feedback,Unresolved,231,0
39,F,Single,Low,2023-12-02,27,Online Banking,2022-12-14,2022,12,382.14,Groceries,Feedback,Resolved,7,0
39,F,Single,Low,2023-12-02,27,Online Banking,2022-12-14,2022,12,382.14,Groceries,Feedback,Unresolved,231,0
39,F,Single,Low,2023-12-02,27,Online Banking,2022-11-29,2022,11,483.12,Books,Feedback,Resolved,7,0
39,F,Single,Low,2023-12-02,27,Online Banking,2022-11-29,2022,11,483.12,Books,Feedback,Unresolved,231,0
55,M,Widowed,High,2023-10-24,12,Online Banking,2022-07-04,2022,7,30.81,Electronics,NoInteraction,NoInteraction,-1,0
55,M,Widowed,High,2023-10-24,12,Online Banking,2022-11-17,2022,11,451.1,Groceries,NoInteraction,NoInteraction,-1,0
55,M,Widowed,High,2023-10-24,12,Online Banking,2022-01-01,2022,1,283.11,Clothing,NoInteraction,NoInteraction,-1,0
55,M,Widowed,High,2023-10-24,12,Online Banking,2022-03-08,2022,3,369.73,Books,NoInteraction,NoInteraction,-1,0
55,M,Widowed,High,2023-10-24,12,Online Banking,2022-10-06,2022,10,154.47,Furniture,NoInteraction,NoInteraction,-1,0
55,M,Widowed,High,2023-10-24,12,Online Banking,2022-11-22,2022,11,433.75,Clothing,NoInteraction,NoInteraction,-1,0
46,F,Married,Medium,2023-08-15,43,Website,2022-05-10,2022,5,251.49,Electronics,Complaint,Unresolved,345,0
46,F,Married,Medium,2023-08-15,43,Website,2022-08-06,2022,8,183.9,Books,Complaint,Unresolved,345,0
46,F,Married,Medium,2023-08-15,43,Website,2022-09-12,2022,9,356.29,Furniture,Complaint,Unresolved,345,0
46,F,Married,Medium,2023-08-15,43,Website,2022-02-11,2022,2,422.59,Furniture,Complaint,Unresolved,345,0
46,F,Married,Medium,2023-08-15,43,Website,2022-10-17,2022,10,156.5,Clothing,Complaint,Unresolved,345,0
46,F,Married,Medium,2023-08-15,43,Website,2022-03-28,2022,3,490.24,Books,Complaint,Unresolved,345,0
46,F,Married,Medium,2023-08-15,43,Website,2022-03-08,2022,3,290.65,Books,Complaint,Unresolved,345,0
26,M,Married,Medium,2023-12-20,2,Mobile App,2022-05-29,2022,5,7.26,Furniture,NoInteraction,NoInteraction,-1,1
26,M,Married,Medium,2023-12-20,2,Mobile App,2022-12-10,2022,12,196.08,Groceries,NoInteraction,NoInteraction,-1,1
61,M,Married,Low,2023-10-22,38,Online Banking,2022-07-16,2022,7,349.93,Furniture,Feedback,Resolved,253,0
61,M,Married,Low,2023-10-22,38,Online Banking,2022-01-25,2022,1,197.96,Clothing,Feedback,Resolved,253,0
61,M,Married,Low,2023-10-22,38,Online Banking,2022-02-05,2022,2,286.43,Clothing,Feedback,Resolved,253,0
61,M,Married,Low,2023-10-22,38,Online Banking,2022-06-09,2022,6,120.95,Clothing,Feedback,Resolved,253,0
61,M,Married,Low,2023-10-22,38,Online Banking,2022-12-25,2022,12,35.65,Books,Feedback,Resolved,253,0
61,M,Married,Low,2023-10-22,38,Online Banking,2022-05-06,2022,5,378.48,Clothing,Feedback,Resolved,253,0
64,M,Married,Low,2023-05-13,26,Online Banking,2022-07-03,2022,7,213.99,Groceries,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-03-14,2022,3,269.33,Groceries,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-08-10,2022,8,161.9,Books,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-08-06,2022,8,277.2,Books,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-10-18,2022,10,46.83,Electronics,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-04-24,2022,4,367.5,Furniture,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-02-12,2022,2,60.77,Groceries,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-02-02,2022,2,351.1,Clothing,NoInteraction,NoInteraction,-1,1
64,M,Married,Low,2023-05-13,26,Online Banking,2022-11-20,2022,11,412.33,Furniture,NoInteraction,NoInteraction,-1,1
18,M,Widowed,Medium,2023-06-12,29,Mobile App,2022-03-20,2022,3,27.71,Books,NoInteraction,NoInteraction,-1,0
18,M,Widowed,Medium,2023-06-12,29,Mobile App,2022-01-25,2022,1,281.41,Books,NoInteraction,NoInteraction,-1,0
18,M,Widowed,Medium,2023-06-12,29,Mobile App,2022-11-14,2022,11,75.0,Books,NoInteraction,NoInteraction,-1,0
18,M,Widowed,Medium,2023-06-12,29,Mobile App,2022-12-20,2022,12,377.69,Books,NoInteraction,NoInteraction,-1,0
18,M,Widowed,Medium,2023-06-12,29,Mobile App,2022-05-24,2022,5,328.32,Clothing,NoInteraction,NoInteraction,-1,0
58,M,Single,Low,2023-06-06,45,Online Banking,2022-08-27,2022,8,339.72,Electronics,NoInteraction,NoInteraction,-1,0
58,M,Single,Low,2023-06-06,45,Online Banking,2022-08-01,2022,8,236.75,Electronics,NoInteraction,NoInteraction,-1,0
58,M,Single,Low,2023-06-06,45,Online Banking,2022-08-24,2022,8,172.34,Groceries,NoInteraction,NoInteraction,-1,0
58,M,Single,Low,2023-06-06,45,Online Banking,2022-06-16,2022,6,135.45,Furniture,NoInteraction,NoInteraction,-1,0
58,M,Single,Low,2023-06-06,45,Online Banking,2022-12-06,2022,12,84.91,Electronics,NoInteraction,NoInteraction,-1,0
58,M,Single,Low,2023-06-06,45,Online Banking,2022-09-11,2022,9,453.42,Electronics,NoInteraction,NoInteraction,-1,0
58,M,Single,Low,2023-06-06,45,Online Banking,2022-04-18,2022,4,436.64,Groceries,NoInteraction,NoInteraction,-1,0
69,M,Single,Low,2023-04-22,30,Website,2022-04-26,2022,4,499.51,Furniture,Inquiry,Resolved,62,1
69,M,Single,Low,2023-04-22,30,Website,2022-04-26,2022,4,499.51,Furniture,Inquiry,Unresolved,209,1
69,M,Single,Low,2023-04-22,30,Website,2022-12-04,2022,12,438.02,Furniture,Inquiry,Resolved,62,1
69,M,Single,Low,2023-04-22,30,Website,2022-12-04,2022,12,438.02,Furniture,Inquiry,Unresolved,209,1
69,M,Single,Low,2023-04-22,30,Website,2022-05-13,2022,5,457.88,Groceries,Inquiry,Resolved,62,1
69,M,Single,Low,2023-04-22,30,Website,2022-05-13,2022,5,457.88,Groceries,Inquiry,Unresolved,209,1
69,M,Single,Low,2023-04-22,30,Website,2022-01-21,2022,1,401.7,Groceries,Inquiry,Resolved,62,1
69,M,Single,Low,2023-04-22,30,Website,2022-01-21,2022,1,401.7,Groceries,Inquiry,Unresolved,209,1
69,M,Single,Low,2023-04-22,30,Website,2022-02-14,2022,2,487.01,Furniture,Inquiry,Resolved,62,1
69,M,Single,Low,2023-04-22,30,Website,2022-02-14,2022,2,487.01,Furniture,Inquiry,Unresolved,209,1
69,M,Single,Low,2023-04-22,30,Website,2022-11-17,2022,11,152.13,Books,Inquiry,Resolved,62,1
69,M,Single,Low,2023-04-22,30,Website,2022-11-17,2022,11,152.13,Books,Inquiry,Unresolved,209,1
56,M,Divorced,High,2023-06-15,38,Online Banking,2022-10-31,2022,10,166.5,Electronics,NoInteraction,NoInteraction,-1,0
56,M,Divorced,High,2023-06-15,38,Online Banking,2022-02-12,2022,2,481.23,Books,NoInteraction,NoInteraction,-1,0
56,M,Divorced,High,2023-06-15,38,Online Banking,2022-01-08,2022,1,481.22,Furniture,NoInteraction,NoInteraction,-1,0
56,M,Divorced,High,2023-06-15,38,Online Banking,2022-12-02,2022,12,13.95,Furniture,NoInteraction,NoInteraction,-1,0
56,M,Divorced,High,2023-06-15,38,Online Banking,2022-11-24,2022,11,126.14,Groceries,NoInteraction,NoInteraction,-1,0
56,M,Divorced,High,2023-06-15,38,Online Banking,2022-08-03,2022,8,341.62,Groceries,NoInteraction,NoInteraction,-1,0
56,M,Divorced,High,2023-06-15,38,Online Banking,2022-04-25,2022,4,256.55,Furniture,NoInteraction,NoInteraction,-1,0
43,M,Married,Medium,2023-11-27,41,Online Banking,2022-01-10,2022,1,472.36,Groceries,NoInteraction,NoInteraction,-1,0
28,M,Divorced,High,2023-08-16,32,Online Banking,2022-10-14,2022,10,180.83,Electronics,Feedback,Resolved,172,0
28,M,Divorced,High,2023-08-16,32,Online Banking,2022-08-30,2022,8,466.53,Groceries,Feedback,Resolved,172,0
28,M,Divorced,High,2023-08-16,32,Online Banking,2022-05-15,2022,5,403.85,Groceries,Feedback,Resolved,172,0
69,F,Widowed,Low,2023-11-22,38,Online Banking,2022-08-10,2022,8,222.58,Clothing,Complaint,Resolved,70,0
69,F,Widowed,Low,2023-11-22,38,Online Banking,2022-08-22,2022,8,182.8,Electronics,Complaint,Resolved,70,0
69,F,Widowed,Low,2023-11-22,38,Online Banking,2022-12-07,2022,12,212.7,Furniture,Complaint,Resolved,70,0
69,F,Widowed,Low,2023-11-22,38,Online Banking,2022-07-11,2022,7,423.99,Furniture,Complaint,Resolved,70,0
69,F,Widowed,Low,2023-11-22,38,Online Banking,2022-07-30,2022,7,86.54,Electronics,Complaint,Resolved,70,0
69,F,Widowed,Low,2023-11-22,38,Online Banking,2022-05-14,2022,5,422.24,Books,Complaint,Resolved,70,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-09-16,2022,9,366.96,Books,Complaint,Resolved,128,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-09-16,2022,9,366.96,Books,Feedback,Unresolved,61,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-06-25,2022,6,496.44,Clothing,Complaint,Resolved,128,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-06-25,2022,6,496.44,Clothing,Feedback,Unresolved,61,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-02-21,2022,2,366.48,Groceries,Complaint,Resolved,128,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-02-21,2022,2,366.48,Groceries,Feedback,Unresolved,61,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-04-07,2022,4,388.18,Groceries,Complaint,Resolved,128,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-04-07,2022,4,388.18,Groceries,Feedback,Unresolved,61,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-04-02,2022,4,449.01,Groceries,Complaint,Resolved,128,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-04-02,2022,4,449.01,Groceries,Feedback,Unresolved,61,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-08-22,2022,8,41.32,Clothing,Complaint,Resolved,128,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-08-22,2022,8,41.32,Clothing,Feedback,Unresolved,61,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-03-28,2022,3,249.65,Furniture,Complaint,Resolved,128,0
52,F,Single,Low,2023-08-04,21,Mobile App,2022-03-28,2022,3,249.65,Furniture,Feedback,Unresolved,61,0
41,F,Single,Low,2023-04-25,8,Website,2022-05-23,2022,5,227.64,Books,Feedback,Unresolved,291,0
41,F,Single,Low,2023-04-25,8,Website,2022-09-13,2022,9,262.86,Books,Feedback,Unresolved,291,0
41,F,Single,Low,2023-04-25,8,Website,2022-10-27,2022,10,471.98,Furniture,Feedback,Unresolved,291,0
50,F,Married,Low,2023-01-26,6,Website,2022-12-29,2022,12,460.59,Electronics,NoInteraction,NoInteraction,-1,0
50,F,Married,Low,2023-01-26,6,Website,2022-12-14,2022,12,77.47,Clothing,NoInteraction,NoInteraction,-1,0
37,F,Single,Medium,2023-01-23,4,Website,2022-11-04,2022,11,15.56,Groceries,NoInteraction,NoInteraction,-1,0
37,F,Single,Medium,2023-01-23,4,Website,2022-07-06,2022,7,496.06,Groceries,NoInteraction,NoInteraction,-1,0
37,F,Single,Medium,2023-01-23,4,Website,2022-02-19,2022,2,305.3,Clothing,NoInteraction,NoInteraction,-1,0
37,F,Single,Medium,2023-01-23,4,Website,2022-02-07,2022,2,92.55,Clothing,NoInteraction,NoInteraction,-1,0
